Biography,Category,Spacy_NER,Stanza_NER
"Peggy Annette Whitson (born February 9, 1960) is an American biochemistry researcher, retired NASA astronaut, and former NASA Chief Astronaut. Whitson has a total of 665 days in space, more than any other woman or American. Her first space mission was in 2002: an extended stay aboard the International Space Station as a member of Expedition 5. On her second mission, Expedition 16, she became the first woman to command the ISS. In 2009, she became the first woman to serve as NASA's Chief Astronaut, the most senior position in the NASA Astronaut Corps. In 2017, Whitson became the first woman to command the International Space Station twice. Her 289-day flight was the longest single space flight by a woman until Christina Koch's 328-day flight. Whitson holds the records for the oldest woman spacewalker and the most spacewalks by a woman. Whitson's cumulative EVA time is 60 hours, 21 minutes, which places her in fifth place for total EVA time. At age 57 on her final flight, she was the oldest woman ever in space at that time, and remains the oldest to fly in Earth orbit. On June 15, 2018, Whitson retired from NASA. She later became a consultant for Axiom Space and has been selected to be commander of Axiom Mission 2. Whitson was included in Time magazine's 100 Most Influential People of 2018.",Astronauts,"[('Catherine Ann Cora', 'PERSON'), ('American', 'NORP'), ('Iron Chef America', 'ORG'), ('Around the World', 'ORG'), ('80 Plates', 'PERCENT')]","[('Catherine Ann Cora', 'PERSON'), ('American', 'NORP'), ('Iron Chef America', 'WORK_OF_ART'), ('Around the World in 80 Plates', 'WORK_OF_ART')]"
"Charles ""Pete"" Conrad Jr. (June 2, 1930 – July 8, 1999) was an American NASA astronaut, aeronautical engineer, naval officer and aviator, and test pilot, and commanded the Apollo 12 space mission, on which he became the third person to walk on the Moon. Conrad was selected in NASA's second astronaut class in 1962. Conrad had dyslexia and yet earned his Bachelor of Science degree in Aeronautical Engineering from Princeton University—being the first Ivy League astronaut—and joined the U.S. Navy. In 1954 he received his naval aviator wings, served as a fighter pilot and, after graduating from the U.S. Naval Test Pilot School (Class 20), as a project test pilot. In 1959 he was an astronaut candidate for Project Mercury. Conrad set an eight-day space endurance record in 1965 along with his Command Pilot Gordon Cooper on his first spaceflight, Gemini 5. Later, Conrad commanded Gemini 11 in 1966, and Apollo 12 in 1969. After Apollo, he commanded Skylab 2, the first crewed Skylab mission, in 1973. On the mission, he and his crewmates repaired significant launch damage to the Skylab space station. For this, President Jimmy Carter awarded him the Congressional Space Medal of Honor in 1978. After Conrad retired from NASA and the Navy in 1973, he became a vice president of American Television and Communications Company. He went on to work for McDonnell Douglas, as a vice president. During his tenure, he served as vice president of marketing, senior vice president of marketing, staff vice president of international business development, and vice president of project development. He died on July 8, 1999, from internal injuries sustained in a motorcycle accident, aged 69.",Astronauts,"[('José Moreno Hernández', 'PERSON'), ('August 7, 1962', 'DATE'), ('American', 'NORP'), ('NASA', 'ORG'), ('the University of California', 'ORG'), ('the Materials and Processes', 'ORG'), ('Johnson Space Center', 'ORG'), ('Lawrence Livermore National Laboratory', 'ORG'), ('October 2011', 'DATE'), ('Barack Obama', 'PERSON'), ('Congress', 'ORG'), ('Democrat', 'NORP'), ('California', 'GPE'), ('10th', 'ORDINAL'), ('the U.S. House of Representatives', 'ORG'), ('Democratic', 'NORP'), ('2012', 'DATE'), ('Jeff Denham', 'PERSON')]","[('José Moreno Hernández', 'PERSON'), ('August 7 , 1962', 'DATE'), ('American', 'NORP'), ('NASA', 'ORG'), ('the University of California', 'ORG'), ('Hernández', 'PERSON'), ('Space Shuttle', 'ORG'), ('the Materials and Processes', 'ORG'), ('Johnson Space Center', 'ORG'), ('Hernández', 'PERSON'), ('Lawrence Livermore National Laboratory', 'ORG'), ('October 2011', 'DATE'), ('Hernández', 'PERSON'), ('Barack Obama', 'PERSON'), ('Congress', 'ORG'), ('Democrat', 'NORP'), ('California', 'GPE'), ('10th', 'ORDINAL'), ('the U.S. House of Representatives', 'ORG'), ('Democratic', 'NORP'), ('2012', 'DATE'), ('Jeff Denham', 'PERSON')]"
"Peter Siebold (born 1971) is a member of the Scaled Composites astronaut team. He is their Director of Flight Operations, and was one of the test pilots for SpaceShipOne and SpaceShipTwo, the experimental spaceplanes developed by the company. On April 8, 2004, Siebold piloted the second powered test flight of SpaceShipOne, flight 13P, which reached a top speed of Mach 1.6 and an altitude of 32.0 kilometres (105,000 ft). On October 31, 2014, Siebold and Michael Alsbury were piloting the SpaceShipTwo VSS Enterprise on flight PF04, when the craft came apart in mid-air and then crashed, killing Alsbury and injuring Siebold.",Astronauts,"[('Ronald ""Ron""', 'PERSON'), ('Michael Sega', 'PERSON'), ('Ronald Šega', 'PERSON'), ('Ph.D.', 'WORK_OF_ART'), ('December 4, 1952', 'DATE'), ('Energy', 'ORG'), ('the Colorado State University Research Foundation', 'FAC'), ('CSU', 'ORG'), ('Ohio State University', 'ORG'), ('August 2005 to August 2007', 'DATE'), ('the Air Force', 'ORG'), ('the United States', 'GPE'), ('Air Force', 'ORG'), ('NASA', 'ORG'), ('Sega', 'PERSON'), ('Cleveland', 'GPE'), ('Ohio', 'GPE'), ('Slovene', 'ORG'), ('Bonnie J. Dunbar', 'PERSON'), ('Ann Sega', 'PERSON'), ('two', 'CARDINAL'), ('Northfield', 'GPE'), ('Ohio', 'GPE'), ('Colorado Springs', 'GPE')]","[('Ronald', 'PERSON'), ('Ron', 'PERSON'), ('Michael Sega', 'PERSON'), ('Ronald Šega', 'PERSON'), ('Ph.D.', 'WORK_OF_ART'), ('December 4 , 1952', 'DATE'), ('the Colorado State University Research Foundation', 'ORG'), ('CSU', 'ORG'), ('Ohio State University', 'ORG'), ('August 2005 to August 2007', 'DATE'), ('the Air Force', 'ORG'), ('the United States Air Force', 'ORG'), ('NASA', 'ORG'), ('Sega', 'PERSON'), ('Cleveland', 'GPE'), ('Ohio', 'GPE'), ('Slovene', 'NORP'), ('Bonnie J. Dunbar', 'PERSON'), ('Ann Sega', 'PERSON'), ('two', 'CARDINAL'), ('Northfield', 'GPE'), ('Ohio', 'GPE'), ('Colorado Springs', 'GPE')]"
"Peter Jeffrey Kelsay Wisoff (born August 16, 1958) is an American physicist and former NASA astronaut. Wisoff qualified as mission specialist and flew in four Space Shuttle missions, with his first launch in 1993 and his last in 2000.",Astronauts,"[('David Bouley', 'PERSON'), ('May 27, 1953', 'DATE'), ('Storrs', 'GPE'), ('Connecticut', 'GPE'), ('American', 'NORP'), ('French', 'NORP'), ('Sole', 'ORG'), ('Tribeca', 'GPE'), ('New York City', 'GPE'), ('Bouley', 'PERSON'), ('Nouveau Cuisine', 'PERSON'), ('French', 'NORP'), ('Bouley', 'PERSON'), ('Cape Cod', 'GPE'), ('Santa Fe', 'ORG'), ('New Mexico', 'GPE'), ('France', 'GPE'), ('Switzerland', 'GPE'), ('Europe', 'LOC'), ('Sorbonne', 'PRODUCT'), ('Roger Vergé', 'PERSON'), ('Paul Bocuse', 'PERSON'), ('Joël Robuchon', 'PERSON'), ('Gaston Lenôtre', 'PERSON'), ('Frédy Girardet', 'PERSON'), ('Paul Haeberlin', 'PERSON'), ('Bouley', 'PERSON'), ('New York City', 'GPE'), ('Le Cirque', 'FAC'), ('Le Périgord', 'FAC'), ('La Côte Basque', 'PERSON'), ('Roger Vergé', 'PERSON'), ('San Francisco', 'GPE'), ('1985', 'DATE'), ('Montrachet', 'NORP'), ('three', 'CARDINAL'), ('its first three weeks', 'DATE'), ('the New York Times', 'ORG'), ('1987', 'DATE'), ('Chef/Owner', 'ORG'), ('Bouley', 'PERSON'), ('Duane Park', 'PERSON'), ('four', 'CARDINAL'), ('The New York Times', 'ORG'), ('six', 'CARDINAL'), ('James Beard Foundation', 'ORG'), ('2015', 'DATE'), ('Bouley', 'PERSON'), ('Best Restaurant Award', 'WORK_OF_ART'), ('the United States', 'GPE'), ('TripAdvisor', 'ORG'), ('Traveler', 'PERSON'), ('Choice Awards', 'ORG'), ('14', 'MONEY'), ('Bouley', 'PERSON'), ('29', 'CARDINAL'), ('30', 'CARDINAL'), ('Zagat', 'GPE'), ('decades', 'DATE'), ('4.9', 'CARDINAL'), ('five', 'CARDINAL'), ('2020', 'DATE'), ('1991', 'DATE'), ('Zagat', 'ORG'), ('7,000', 'CARDINAL'), ('Bouley', 'PERSON'), ('1997', 'DATE'), ('Bouley', 'GPE'), ('the Bouley Bakery', 'FAC'), ('September 1999', 'DATE'), ('Bouley', 'PERSON'), ('Danube', 'PERSON'), ('Viennese', 'NORP'), ('Hudson Street', 'FAC'), ('first', 'ORDINAL'), ('East', 'LOC'), ('Austria', 'GPE'), ('Danube', 'PRODUCT'), ('September 11', 'DATE'), ('Bouley Bakery', 'PERSON'), ('Ground Zero', 'ORG'), ('The Green Tarp', 'PRODUCT'), ('over one million', 'CARDINAL'), ('Ground Zero', 'ORG'), ('the Red Cross', 'ORG'), ('Bouley Bakery', 'PERSON'), ('2002', 'DATE'), ('1999', 'DATE'), ('Bouley Bakery', 'PERSON'), ('four', 'CARDINAL'), ('The New York Times', 'ORG'), ('two', 'CARDINAL'), ('Michelin', 'PERSON'), ('2008', 'DATE'), ('Bouley Restaurant', 'FAC'), ('Danube', 'PERSON'), ('two', 'CARDINAL'), ('Michelin', 'PERSON'), ('Danube', 'PERSON'), ('Brushstroke Restaurant', 'ORG'), ('2011', 'DATE'), ('Brushstroke Restaurant', 'ORG'), ('between Chef Bouley', 'PRODUCT'), ('Osaka', 'GPE'), ('Japanese', 'NORP'), ('American', 'NORP'), ('two', 'CARDINAL'), ('Michelin', 'PERSON'), ('Kaiseki', 'GPE'), ('Bouley Botanical', 'PERSON'), ('Bouley Restaurant', 'FAC'), ('The Chef & The Doctor', 'ORG'), ('2013', 'DATE'), ('today', 'DATE'), ('Bouley Test Kitchen', 'PERSON'), ('2005', 'DATE'), ('2020', 'DATE'), ('Bouley', 'PERSON'), (""the American Team for the Bocuse d'Or Competition 2011"", 'ORG'), ('2018', 'DATE'), ('the Flatiron District', 'LOC'), ('Bouley at Home', 'FAC'), ('three', 'CARDINAL'), ('Bulthaup', 'NORP'), ('Bouley', 'PERSON'), ('March of 2020', 'DATE'), ('COVID-19', 'ORG'), ('Bouley Test', 'PERSON'), ('Bouley at Home', 'FAC'), ('Bouley at Home: Living Pantry', 'WORK_OF_ART'), ('Bouley', 'PERSON'), ('first', 'ORDINAL'), ('America', 'GPE'), ('Tasting Menus', 'PERSON'), ('the 1980s', 'DATE'), ('Bouley', 'PERSON'), ('12', 'CARDINAL'), ('several years later', 'DATE'), ('the Celiac Disease Center', 'ORG'), ('Columbia University', 'ORG'), ('the Rogosin Institute', 'ORG'), ('New York-Presbyterian', 'GPE'), ('2015', 'DATE'), ('Bouley', 'PERSON'), ('first', 'ORDINAL'), ('non-Japanese', 'NORP'), ('Japanese', 'NORP'), ('Goodwill', 'ORG'), ('the Japanese Government', 'ORG'), ('NHK', 'ORG'), ('2019', 'DATE'), ('Bouley', 'PERSON'), ('35', 'CARDINAL'), ('2022', 'DATE'), ('first', 'ORDINAL'), ('Bouley', 'PERSON'), ('1980', 'DATE'), ('Chef Bouley', 'PERSON'), ('the College of Agriculture, Health and Natural Resources', 'ORG'), ('the University of Connecticut', 'ORG'), ('Doctors and Humane Letters', 'ORG'), ('2020', 'DATE'), ('the French Government', 'ORG'), ('Bouley', 'PERSON'), ('Knight', 'ORG'), ('Merit', 'PERSON'), ('Ordre du Mérite de l’Agriculture et de l’Alimentation', 'PERSON'), ('One', 'CARDINAL'), ('five', 'CARDINAL'), ('The Legion of Honor', 'ORG'), ('France', 'GPE'), ('Bouley', 'PERSON')]","[('David Bouley', 'PERSON'), ('May 27 , 1953', 'DATE'), ('Storrs', 'GPE'), ('Connecticut', 'GPE'), ('American', 'NORP'), ('French', 'NORP'), ('Tribeca', 'GPE'), ('New York City', 'GPE'), ('Bouley', 'FAC'), ('Nouveau Cuisine', 'ORG'), ('French', 'NORP'), ('Bouley', 'ORG'), ('Cape Cod', 'GPE'), ('Santa Fe', 'GPE'), ('New Mexico', 'GPE'), ('France', 'GPE'), ('Switzerland', 'GPE'), ('Europe', 'LOC'), ('Sorbonne', 'FAC'), ('Roger Vergé', 'PERSON'), ('Paul Bocuse', 'PERSON'), ('Joël Robuchon', 'PERSON'), ('Gaston Lenôtre', 'PERSON'), ('Frédy Girardet', 'PERSON'), ('Paul Haeberlin', 'PERSON'), ('Bouley', 'PERSON'), ('New York City', 'GPE'), ('Le Cirque', 'FAC'), ('Le Périgord', 'FAC'), ('La Côte Basque', 'GPE'), ('Roger Vergé', 'PERSON'), ('San Francisco', 'GPE'), ('1985', 'DATE'), ('Montrachet', 'ORG'), ('three', 'CARDINAL'), ('its first three weeks', 'DATE'), ('the New York Times', 'ORG'), ('1987', 'DATE'), ('Chef / Owner', 'ORG'), ('Bouley', 'FAC'), ('TriBeCa', 'GPE'), ('Duane Park', 'FAC'), ('four', 'CARDINAL'), ('The New York Times', 'ORG'), ('six', 'CARDINAL'), ('James Beard Foundation', 'ORG'), ('Best Restaurant', 'ORG'), ('Best Chef', 'WORK_OF_ART'), ('2015', 'DATE'), ('Bouley', 'PERSON'), ('the "" Best Restaurant Award in the United States "" from TripAdvisor \'s Traveler \'s Choice Awards', 'WORK_OF_ART'), ('# 14', 'CARDINAL'), ('Bouley', 'ORG'), ('29', 'CARDINAL'), ('30', 'CARDINAL'), ('Zagat', 'ORG'), ('decades', 'DATE'), ('4.9', 'CARDINAL'), ('five', 'CARDINAL'), ('2020', 'DATE'), ('1991', 'DATE'), ('Zagat', 'ORG'), ('7,000', 'CARDINAL'), ('Bouley', 'PERSON'), ('1997', 'DATE'), ('Bouley', 'ORG'), ('the Bouley Bakery', 'FAC'), ('September 1999', 'DATE'), ('Bouley', 'PERSON'), ('Danube', 'GPE'), ('Viennese', 'NORP'), ('Hudson Street', 'FAC'), ('first', 'ORDINAL'), ('East of Paris', 'WORK_OF_ART'), ('Austria', 'GPE'), ('Danube', 'LOC'), ('the September 11', 'EVENT'), ('Bouley Bakery', 'ORG'), ('Ground Zero', 'FAC'), ('The Green Tarp', 'ORG'), ('one million', 'CARDINAL'), ('Ground Zero', 'PRODUCT'), ('the Red Cross', 'ORG'), ('Bouley Bakery', 'ORG'), ('2002', 'DATE'), ('1999', 'DATE'), ('Bouley Bakery', 'ORG'), ('four', 'CARDINAL'), ('The New York Times', 'ORG'), ('two', 'CARDINAL'), ('Michelin Stars', 'WORK_OF_ART'), ('2008', 'DATE'), ('Bouley Restaurant', 'ORG'), ('Danube', 'GPE'), ('two', 'CARDINAL'), ('Michelin', 'ORG'), ('Danube', 'LOC'), ('Brushstroke Restaurant', 'ORG'), ('2011', 'DATE'), ('Brushstroke Restaurant', 'ORG'), ('TriBeCa', 'GPE'), ('Chef Bouley', 'ORG'), ('Osaka', 'GPE'), ('Japanese', 'NORP'), ('American', 'NORP'), ('two', 'CARDINAL'), ('Michelin', 'ORG'), ('Kaiseki', 'NORP'), ('Bouley Botanical', 'ORG'), ('TriBeCa', 'GPE'), ('Bouley Restaurant', 'FAC'), ('The Chef & The Doctor', 'WORK_OF_ART'), ('2013', 'DATE'), ('today', 'DATE'), ('Bouley Test Kitchen', 'ORG'), ('2005 to 2020', 'DATE'), ('Bouley', 'ORG'), (""the American Team for the Bocuse d'Or Competition"", 'ORG'), ('2011', 'DATE'), ('2018', 'DATE'), ('the Test Kitchen', 'ORG'), ('the Flatiron District', 'LOC'), ('Bouley at Home', 'ORG'), ('three', 'CARDINAL'), ('Bulthaup Kitchen', 'ORG'), ('Bouley', 'ORG'), ('March of 2020', 'DATE'), ('Bouley Test Kitchen', 'ORG'), ('Bouley at Home', 'ORG'), ('TriBeCa', 'ORG'), ('Bouley at Home : Living Pantry', 'WORK_OF_ART'), ('Bouley', 'ORG'), ('first', 'ORDINAL'), ('America', 'GPE'), ('Tasting Menus', 'ORG'), ('the 1980s', 'DATE'), ('Bouley', 'PERSON'), ('12', 'CARDINAL'), ('several years later', 'DATE'), ('Lifetime Achievement Awards', 'WORK_OF_ART'), ('the Celiac Disease Center', 'ORG'), ('Columbia University', 'ORG'), ('the Rogosin Institute', 'ORG'), ('New York - Presbyterian', 'ORG'), ('2015', 'DATE'), ('Bouley', 'PERSON'), ('first', 'ORDINAL'), ('Japanese', 'NORP'), ('Japanese', 'NORP'), ('Washoku', 'ORG'), ('the Japanese Government', 'ORG'), ('Washoku', 'PERSON'), ('NHK', 'ORG'), ('2019', 'DATE'), ('Bouley', 'ORG'), ('35', 'CARDINAL'), ('A Magic of a Dish', 'WORK_OF_ART'), ('2022', 'DATE'), ('first', 'ORDINAL'), ('Bouley', 'ORG'), ('1980', 'DATE'), ('Bouley', 'PERSON'), ('the College of Agriculture , Health and Natural Resources', 'ORG'), ('the University of Connecticut', 'ORG'), ('Doctors and Humane Letters', 'ORG'), ('2020', 'DATE'), ('French', 'NORP'), ('Bouley', 'PERSON'), ('Knight in the Order of the agricultural Merit', 'WORK_OF_ART'), ('Ordre du Mérite de l’Agriculture et de l’Alimentation', 'WORK_OF_ART'), ('One', 'CARDINAL'), ('five', 'CARDINAL'), ('The Legion of Honor', 'WORK_OF_ART'), ('France', 'GPE'), ('Bouley', 'PERSON'), ('Mother Nature', 'PERSON')]"
"Prof. Dr. Reinhard Alfred Furrer (25 November 1940 – 9 September 1995) was a German physicist and astronaut. Furrer was born in Wörgl, Ostmark (now Austria). After the end of World War II, his father was expelled from Austria. The family found a new home in Kempten im Allgäu, Bavaria. Furrer stayed there until he joined the University of Kiel to study physics. He later transferred to the Free University of Berlin, where he received a diploma in 1969, and a doctorate in 1972. During his time as a student in Berlin, he was involved in the building of the 145 m long ""Tunnel 57"" below the Berlin Wall, which was the escape route of 57 people from East Berlin to the West. In 1974 he became assistant professor in Stuttgart and in 1979 qualified for full professorship. He spent time during 1980–1981 at the University of Chicago and during 1981 at the Argonne National Laboratory in Chicago, USA. In 1977 Furrer applied for selection as an astronaut for the first Spacelab mission. He made it into the final round of candidates, although Ulf Merbold was finally selected. In 1982, the astronauts for the first German Spacelab mission were selected from the finalists for the first mission, and Furrer was one of the two chosen. He was a payload specialist on STS-61-A (D1), which was launched on 30 October 1985. The other payload specialists on the flight were Ernst Messerschmid and Wubbo Ockels (Netherlands). Furrer wore the Sinn (watchmaker) model 140 S on his wrist during the STS-61-A mission in 1985 After his spaceflight he became a professor in 1987 as well as the Director of the Institute of Space Sciences at the Free University of Berlin. Furrer was an avid pilot. He earned his pilot license in 1974, doing several long-distance trips with one engine planes - including a flight over the inland ice of Greenland in 1979 and a solo flight from Germany to Quito, Ecuador in 1981. His love for planes finally cost him his life, as he died in a plane crash after a flight show on the Johannisthal Air Field (Berlin). He was a passenger of pilot Gerd Kahdemann in a historic Bf 108 when the plane crashed shortly after 6:00 p.m. after performing a roll at low altitude. Both Kahdemann and Furrer were killed instantly.",Astronauts,"[('Julia Carolyn Child', 'PERSON'), ('McWilliams', 'ORG'), ('August 15, 1912', 'DATE'), ('August 13, 2004', 'DATE'), ('American', 'NORP'), ('French', 'NORP'), ('American', 'NORP'), ('Mastering the Art of French Cooking', 'WORK_OF_ART'), ('The French Chef', 'ORG'), ('1963', 'DATE')]","[('Julia Carolyn Child', 'PERSON'), ('McWilliams', 'PERSON'), ('August 15 , 1912', 'DATE'), ('August 13 , 2004', 'DATE'), ('American', 'NORP'), ('French', 'NORP'), ('American', 'NORP'), ('Mastering the Art of French Cooking', 'WORK_OF_ART'), ('The French Chef', 'WORK_OF_ART'), ('1963', 'DATE')]"
Reinhold Ewald (born 18 December 1956) is a German physicist and ESA astronaut.,Astronauts,"[('Beverly Kim', 'PERSON'), ('James Beard Award', 'PERSON'), ('2011', 'DATE'), ('Michelin', 'PERSON'), ('Parachute', 'FAC'), ('Chicago', 'GPE'), ('2019', 'DATE'), ('Kim', 'PERSON'), ('Wherewithall', 'PERSON'), ('Johnny Clark', 'PERSON')]","[('Beverly Kim', 'PERSON'), ('James Beard Award', 'ORG'), ('Top Chef', 'ORG'), ('2011', 'DATE'), ('Michelin', 'ORG'), ('Parachute', 'ORG'), ('Chicago', 'GPE'), ('2019', 'DATE'), ('Kim', 'PERSON'), ('Wherewithall', 'GPE'), ('Johnny Clark', 'PERSON')]"
"Renate Luise Brümmer (born 4 May 1955) is a Swiss-born German meteorological scientist and former astronaut. Specialising in satellite meteorology, she was selected as an astronaut in 1987, retiring in 1993, having never been into space.",Astronauts,"[('Carla Hall', 'PERSON'), ('May 12, 1964', 'DATE'), ('American', 'NORP'), ('the fifth and eighth seasons', 'DATE'), ('The Chew', 'WORK_OF_ART'), ('one-hour', 'TIME'), ('ABC', 'ORG'), ('September 2011', 'DATE')]","[('Carla Hall', 'PERSON'), ('May 12 , 1964', 'DATE'), ('American', 'NORP'), ('fifth', 'ORDINAL'), ('eighth', 'ORDINAL'), ('Top Chef', 'WORK_OF_ART'), ('Bravo', 'PERSON'), ('The Chew', 'WORK_OF_ART'), ('one - hour', 'TIME'), ('ABC', 'ORG'), ('September 2011', 'DATE')]"
"Rex Joseph Walheim (born October 10, 1962) is a retired United States Air Force officer, engineer and NASA astronaut. He flew three Space Shuttle missions, STS-110, STS-122, and STS-135. Walheim logged over 566 hours in space, including 36 hours and 23 minutes of spacewalk (EVA) time. He was assigned as mission specialist and flight engineer on STS-135, the final Space Shuttle mission.",Astronauts,"[('Patrick O’Connell', 'PERSON'), ('the Inn at Little Washington', 'ORG'), ('Washington', 'GPE'), ('Virginia', 'GPE')]","[('Patrick O’Connell', 'PERSON'), ('Little Washington', 'GPE'), ('Washington', 'GPE'), ('Virginia', 'GPE')]"
"Margaret Rhea Seddon (born November 8, 1947) is an American surgeon and retired NASA astronaut. After being selected as part of the first group of astronauts to include women in 1978, she flew on three Space Shuttle flights: as mission specialist on STS-51-D and STS-40, and as payload commander for STS-58, accumulating over 722 hours in space. On these flights, she built repair tools for a US Navy satellite and performed medical experiments. A graduate of the University of California, Berkeley, and the University of Tennessee College of Medicine, Seddon was awarded her doctor of medicine (MD) degree in 1973. During her residency with the University of Tennessee hospitals, she was the only woman in the General Surgery Residency Program. Before, during and after her career in the astronaut program, she was active in emergency departments in Tennessee, Mississippi and Texas. Seddon became an astronaut in August 1979 after selection as a candidate the year prior. At NASA her development work included the Space Shuttle Orbiter and payload software, the Shuttle Avionics Integration Laboratory, the Flight Data File, the Space Shuttle medical kit and checklists for launch and landing. She was a rescue helicopter physician for the early Space Shuttle flights and support crew member for STS-6. She served as a member of NASA's Aerospace Medical Advisory Committee, a Technical Assistant to the Director of Flight Crew Operations, and a Capsule Communicator (CAPCOM) in the Mission Control Center. In 1996, she was detailed by NASA to Vanderbilt University Medical School in Nashville, Tennessee, where she assisted in the preparation of cardiovascular experiments that flew on the STS-90 Neurolab Spacelab flight in April 1998. She retired from NASA in November 1997 and became Chief Medical Officer of the Vanderbilt Medical Group.",Astronauts,"[('Delia Ann Smith', 'PERSON'), ('18 June 1941', 'DATE'), ('English', 'NORP'), ('One', 'CARDINAL'), ('British', 'NORP'), ('Smith', 'GPE'), ('Norwich City', 'GPE'), ('F.C.', 'GPE')]","[('Delia Ann Smith', 'PERSON'), ('CH CBE', 'ORG'), ('18 June 1941', 'DATE'), ('English', 'LANGUAGE'), ('One', 'CARDINAL'), ('British', 'NORP'), ('Smith', 'PERSON'), ('Norwich City F.C.', 'GPE')]"
"Richard Alan Searfoss (June 5, 1956 – September 29, 2018) was an American aviator who was United States Air Force colonel, NASA astronaut and test pilot.",Astronauts,"[('David Mathieson ""Dave"" Walker', 'PERSON'), ('May 20, 1944 –', 'DATE'), ('April 23, 2001', 'DATE'), ('USN', 'ORG'), ('American', 'NORP'), ('NASA', 'ORG'), ('four', 'CARDINAL'), ('the 1980s and 1990s', 'DATE')]","[('David Mathieson', 'PERSON'), ('Dave "" Walker', 'PERSON'), ('May 20 , 1944', 'DATE'), ('April 23 , 2001', 'DATE'), ('Capt', 'WORK_OF_ART'), ('USN', 'ORG'), ('American', 'NORP'), ('NASA', 'ORG'), ('four', 'CARDINAL'), ('Space Shuttle', 'PRODUCT'), ('1980s', 'DATE'), ('1990s', 'DATE')]"
"Richard Earl ""Dick"" Lawyer (November 8, 1932 – November 12, 2005) was a USAF astronaut, test pilot, and combat veteran. Although he trained for the USAF Manned Orbital Laboratory (MOL), the program was cancelled before any of the MOL crews reached space.",Astronauts,"[('Hubert Keller', 'PERSON'), ('French', 'NORP'), ('Fleur de Lys', 'ORG'), ('San Francisco', 'GPE'), ('Las Vegas', 'GPE')]","[('Hubert Keller', 'PERSON'), ('French', 'NORP'), ('Fleur de Lys', 'ORG'), ('San Francisco', 'GPE'), ('Las Vegas', 'GPE')]"
"Richard Francis Gordon Jr. (October 5, 1929 – November 6, 2017) was an American naval officer and aviator, test pilot, and NASA astronaut, and an American football executive. He was one of 24 people to have flown to the Moon, as the command module pilot of the 1969 Apollo 12 mission, which orbited the Moon 45 times. Gordon had already flown in space as the pilot of the 1966 Gemini 11 mission.",Astronauts,"[('Enrique Olvera', 'PERSON'), ('1976', 'DATE'), ('Mexican', 'NORP'), ('Pujol', 'GPE'), ('Mexican', 'NORP'), ('Mexico City', 'GPE'), ('9th', 'ORDINAL'), ('2021', 'DATE'), ('World', 'ORG'), ('50', 'CARDINAL')]","[('Enrique Olvera', 'PERSON'), ('1976', 'DATE'), ('Mexican', 'NORP'), ('Pujol', 'ORG'), ('Mexican', 'NORP'), ('Mexico City', 'GPE'), ('9th', 'ORDINAL'), ('2021', 'DATE'), (""The World 's 50 Best Restaurants"", 'WORK_OF_ART')]"
"Carla Hall (born May 12, 1964) is an American chef, television personality and former model. She appeared in the fifth and eighth seasons of Top Chef, Bravo's cooking competition show. She was a cohost on The Chew, a one-hour talk show centered on food from all angles, which premiered on ABC in September 2011.",Chefs,"[('Ronald Erwin McNair', 'PERSON'), ('October 21, 1950 – January 28, 1986', 'DATE'), ('American', 'NORP'), ('NASA', 'ORG'), ('the Space Shuttle Challenger on mission STS-51-L', 'ORG'), ('one', 'CARDINAL'), ('three', 'CARDINAL'), ('seven', 'CARDINAL'), ('Challenger', 'ORG'), ('February 3 to 11, 1984', 'DATE'), ('second', 'ORDINAL'), ('African American', 'NORP'), ('first', 'ORDINAL'), ('Baháʼí', 'ORG')]","[('Ronald Erwin McNair', 'PERSON'), ('October 21 , 1950', 'DATE'), ('January 28 , 1986', 'DATE'), ('American', 'NORP'), ('NASA', 'ORG'), ('Space Shuttle Challenger', 'PRODUCT'), ('STS-51 - L', 'PRODUCT'), ('one', 'CARDINAL'), ('three', 'CARDINAL'), ('seven', 'CARDINAL'), ('Challenger', 'ORG'), ('STS-41 - B', 'PRODUCT'), ('Challenger', 'PRODUCT'), ('February 3 to 11 , 1984', 'DATE'), ('second', 'ORDINAL'), ('African American', 'NORP'), ('first', 'ORDINAL'), ('Baháʼí', 'NORP')]"
